carID,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Hyundai,Brand_Mercedes-Benz,Brand_Opel,Brand_Toyota,Brand_Volkswagen,Brand_Škoda,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,transmission_Automatic,transmission_Manual,transmission_Other,transmission_Semi-Auto,model,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,mpg_diff_transmission,car_age,efficiency_ratio,mileage_per_year,first_owner_flag
51425,0.7746478873239436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.3333333333333333,1.98576712205194,1.0434782608695652,-0.840764331210191,0.7500000000000001,-0.2857142857142857,1.0,0.0,-0.6894409937888195,1.3333333333333333,-0.753742725136468,0.4783520566869112,0.0
33766,1.676056338028169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2887269592759274,0.0,0.07006369426751603,-0.7500000000000001,0.4,-1.0,0.0,-0.0745341614906834,0.0,1.0780200761509175,-0.6440574192157408,1.0
57734,0.5492957746478874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6218564884884082,0.0,-1.0318471337579618,-0.2500000000000002,0.7142857142857143,1.0,0.0,-1.1490683229813663,-0.6666666666666666,-0.32179201898828064,-0.9246144623191639,0.0
52887,0.6338028169014085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-0.3333333333333333,0.9628842626467139,-1.2608695652173914,1.923566878980892,0.24999999999999994,0.34285714285714286,1.0,0.0,2.006211180124223,0.3333333333333333,0.7278768052009567,0.6033779917968586,0.0
44688,-0.7183098591549296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.6662791047319307,-1.0,0.47133757961783446,0.625,-0.14285714285714285,0.5,0.0,0.3167701863354033,0.3333333333333333,-0.18796419917915266,0.27267064591097745,0.0
9061,-0.7605633802816901,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-0.7001974561236456,0.0,-0.13375796178343963,1.7499999999999998,0.4,0.5,0.0,0.11801242236024835,-1.0,-0.8177836478107813,-1.2401880600657567,0.0
13586,1.4366197183098592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.3309444817528491,0.0,0.0,0.4999999999999999,0.8571428571428571,0.5,0.0,0.24844720496894407,0.0,-0.3080537718721967,0.2697376006174284,0.0
11967,-0.7887323943661971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.6666666666666666,-0.7000370856678928,0.0,-0.6242038216560509,0.4999999999999999,0.7142857142857143,0.5,0.0,-0.4782608695652171,-0.6666666666666666,-0.5669668905983994,-1.249518641625318,0.0
23543,0.4084507042253521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-0.5649650693101064,1.3432478600765827,-1.0955414012738853,-0.1250000000000001,-0.9142857142857143,-1.0,0.0,-0.9378881987577635,0.0,-0.4470874746575683,-1.0514104010124887,1.0
70808,1.1971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.6666666666666666,-0.3941304413194479,1.37520775184744,-0.993630573248408,0.4999999999999999,-0.2,-1.0,0.0,-0.7204968944099379,-0.6666666666666666,-0.7202011853547239,0.021773095864915312,1.0
55441,-0.19718309859154928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-0.29951187242530247,-0.08695652173913043,-0.1974522292993632,1.1249999999999998,-0.9428571428571428,1.0,0.0,-0.06211180124223602,-1.0,-0.6556761341808075,17.076743246520262,0.0
16806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.248684461105153,0.4782608695652174,-0.840764331210191,0.0,0.8571428571428571,-1.0,0.0,-0.9627329192546583,3.0,-0.3944617514710974,0.24079940974682626,1.0
58307,1.3943661971830985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.31887660495745174,0.0,-0.5796178343949047,-0.7500000000000001,-0.22857142857142856,-0.5,0.0,-0.708074534161491,-0.6666666666666666,0.5635563467339169,0.3345141956380698,0.0
74984,1.1971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.43498481492247093,0.043478260869565216,-0.47770700636942687,0.4999999999999999,0.05714285714285714,-1.0,1.0,-0.6086956521739133,-0.6666666666666666,-0.5062015668157194,-0.14801016501353126,1.0
59436,-0.09859154929577464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5978009201254899,0.0,-0.6751592356687901,-0.5000000000000001,-0.9714285714285714,-1.0,0.0,-0.801242236024845,-0.6666666666666666,0.14026831596925052,-0.8246439456095781,1.0
9520,-0.8028169014084507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.7901552586474756,-0.17391304347826086,0.29936305732484103,0.4999999999999999,0.22857142857142856,0.0,0.0,0.5403726708074535,1.0,-0.18388115370758917,0.6152893129781019,0.0
26500,-0.014084507042253521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6666666666666665,1.1037296154116008,0.17391304347826086,-0.5286624203821656,-0.5000000000000001,0.9428571428571428,1.0,0.0,-0.6583850931677019,3.6666666666666665,0.23842768515665735,-0.666250942539213,0.0
57932,-0.11267605633802817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0290070061842857,-1.0,0.0,-0.2500000000000002,-0.05714285714285714,1.0,0.0,-0.1428571428571431,0.0,0.27740691292093156,-0.26106284503876936,0.0
41128,-0.08450704225352113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,5.473824534675099,-1.0,0.22292993630573255,0.625,-0.11428571428571428,0.0,0.0,0.3478260869565218,1.0,-0.28631755921475577,3.375865874518004,0.0
49135,1.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6711303110184527,0.043478260869565216,-0.31847133757961793,-0.7500000000000001,0.6857142857142857,0.0,0.0,-0.4534161490683232,-1.0,0.7703505909113386,0.0885867245324886,0.0
14255,-0.8309859154929577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.3333333333333333,1.825396666299151,0.13043478260869565,-0.2547770700636943,0.4999999999999999,-0.22857142857142856,0.5,0.0,-0.11801242236024835,1.3333333333333333,-0.41373259584207545,0.37509612393522634,0.0
22226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3333333333333335,3.509286451703435,0.0,0.22292993630573255,-0.7500000000000001,0.34285714285714286,-0.5,0.0,0.07453416149068295,2.3333333333333335,1.1990703654255057,0.6541938431551272,0.0
24306,0.4084507042253521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-0.23576461626356884,0.043478260869565216,-1.0955414012738853,-0.1250000000000001,-0.4,1.0,0.0,-0.9378881987577635,0.0,-0.4470874746575683,-0.5659567967261175,0.0
5480,-0.647887323943662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.49772975573574957,0.0,0.0,0.4999999999999999,-0.45714285714285713,1.0,0.0,0.13043478260869573,0.0,-0.3080537718721967,0.5156865707588612,0.0
1948,-0.676056338028169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.4903527147711213,-1.0869565217391304,0.47133757961783446,-0.2500000000000002,0.9142857142857143,1.0,0.0,0.3167701863354033,0.3333333333333333,0.5511150670029177,0.07651711336877044,0.0
14633,-0.8309859154929577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.6666666666666666,-0.514889394501298,0.0,-1.331210191082803,2.7784473087142145,-0.37142857142857144,-1.0,0.0,-1.0496894409937887,-0.6666666666666666,-1.2837559917311925,-0.4800788980172056,1.0
23990,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.5016989245156311,-1.0869565217391304,0.29936305732484103,-0.7500000000000001,0.4,-0.5,0.0,0.14906832298136635,0.3333333333333333,1.2595955100628,0.08916785395888999,0.0
70032,0.18309859154929578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.6666666666666666,-0.5431145947137889,0.0,-1.2229299363057324,0.4999999999999999,0.6571428571428571,0.0,0.0,-1.0621118012422355,-0.6666666666666666,-0.8153121269276147,-0.5973776376231197,0.0
23261,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.4938006795698063,0.0,0.22292993630573255,-0.7500000000000001,-0.2571428571428571,-0.5,0.0,0.07453416149068295,-0.3333333333333333,1.1990703654255057,-0.8013650967186318,0.0
52618,-0.4647887323943662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41978971423989414,0.043478260869565216,0.8598726114649689,-0.7500000000000001,-0.5428571428571428,-0.5,0.0,0.6956521739130436,0.0,1.703446570736291,-0.8373283767619771,0.0
67917,-0.5211267605633803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.6666666666666666,-0.6964688430273933,0.0,-0.1974522292993632,0.4999999999999999,-0.6571428571428571,-1.0,0.0,-0.06211180124223602,-0.6666666666666666,-0.3899548604488528,-1.2346896816467294,1.0
22332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.1037296154116008,-1.0869565217391304,0.3821656050955415,-0.7500000000000001,-0.9428571428571428,0.5,0.0,0.229813664596273,0.3333333333333333,1.325164416753202,0.7604170437159042,0.0
62079,-0.09859154929577464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.4097264681414067,0.043478260869565216,0.29936305732484103,-0.1250000000000001,-0.8,-0.5,0.0,0.14906832298136635,-0.6666666666666666,0.3123139494634823,-0.04304112246846624,0.0
56300,1.6056338028169015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-0.3482243983602121,0.4782608695652174,-0.923566878980892,-0.2500000000000002,-0.2857142857142857,0.0,0.0,-0.7701863354037265,0.0,-0.25891311872620304,-0.7317949845258095,0.0
69919,0.18309859154929578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.09231324359269913,-1.0869565217391304,1.0828025477707013,0.0,0.5142857142857142,0.0,0.0,0.9130434782608696,0.0,0.5911486920832717,-0.3544170334650487,0.0
70485,1.2394366197183098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,-0.184165422125109,0.0,0.29936305732484103,0.4999999999999999,0.6285714285714286,0.5,0.0,0.5403726708074535,0.0,-0.18388115370758917,-0.48986633408861174,0.0
46528,-0.4084507042253521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.6666666666666666,-0.630957511852379,-1.0,0.3821656050955415,0.4999999999999999,0.4857142857142857,0.5,0.0,0.6211180124223602,-0.6666666666666666,-0.1495355359173785,-0.9624366411409573,0.0
24935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,4.59178702803476,0.0,0.22292993630573255,0.0,-0.9142857142857143,1.0,0.0,0.07453416149068295,3.0,0.15056124215002692,0.748225517287906,0.0
34695,1.2816901408450705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3339915204121521,0.13043478260869565,-0.6751592356687901,0.0,-0.11428571428571428,0.5,0.0,-0.801242236024845,0.0,-0.30960787222469505,-0.7108065507757594,0.0
38046,-0.7183098591549296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.7066122743537572,-1.0,0.47133757961783446,0.625,0.0,1.0,0.0,0.3167701863354033,0.0,-0.18796419917915266,0.8237140069215688,0.0
6005,-0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.3333333333333333,0.4335414808206958,0.0,0.07006369426751603,-0.2500000000000002,0.11428571428571428,0.0,0.0,0.31677018633540377,-0.3333333333333333,0.3180932601493349,1.217325265695648,0.0
70802,1.295774647887324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4999749421162886,0.0,-0.07006369426751603,-0.7500000000000001,-0.42857142857142855,0.5,0.0,-0.21118012422360283,-1.0,0.9670573109825448,7.912779214808224,0.0
75611,1.1971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.7000370856678928,0.0,-0.3694267515923566,0.4999999999999999,-0.02857142857142857,-0.5,0.0,-0.5031055900621119,-0.6666666666666666,-0.4612880666285207,-1.249518641625318,0.0
