carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000.0,101835.33,24164.672,24164.672
1697,Audi,R8,2014.0,Automatic,35000.0,Petrol,570.0,21.9,5.2,2.0,0.0,58450.0,81955.734,-23505.734,23505.734
36265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359.0,92340.195,23018.805,23018.805
2020,Audi,R8,2016.0,Automatic,28888.0,Petrol,570.0,24.1,5.2,3.0,0.0,74500.0,97371.35,-22871.352,22871.352
5953,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500.0,114669.65,22830.352,22830.352
66181,,,2019.0,Automatic,947.0,Diesel,145.0,32.8,2.0,0.0,0.0,49996.0,27263.76,22732.24,22732.24
2424,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,2.0,0.0,125000.0,102628.95,22371.047,22371.047
43082,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2547.0,Petrol,,,3.724,0.0,0.0,25699.0,47670.906,-21971.906,21971.906
7697,BMW,X3,,Automatic,95000.0,Diesel,260.0,42.2,2.0,0.0,0.0,7495.0,29459.477,-21964.477,21964.477
6793,Audi,Q8,2019.0,Automatic,3011.0,Diesel,145.0,32.8,3.0,4.0,0.0,77888.0,56091.867,21796.133,21796.133
6834,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,2.0,0.0,89750.0,68069.08,21680.922,21680.922
70660,Volkswagen,Touareg,2018.0,Automatic,10000.0,Diesel,145.0,34.0,3.0,4.0,0.0,57295.0,36509.176,20785.824,20785.824
4210,Audi,Q8,2019.0,Semi-Auto,6000.0,Diesel,145.0,32.8,3.0,1.0,0.0,76990.0,56217.61,20772.391,20772.391
36887,Mercedes-Benz,C-Class,2020.0,Semi-Auto,,Petrol,145.0,,,0.0,0.0,44995.0,24913.332,20081.668,20081.668
5404,Audi,Q7,2019.0,Automatic,7999.0,Diesel,145.0,33.2,3.0,1.0,0.0,68000.0,48221.625,19778.375,19778.375
10787,BMW,,2020.0,Semi-Auto,5000.0,Diesel,150.0,31.4,3.0,4.0,0.0,78000.0,58354.78,19645.219,19645.219
39142,Mercedes-Benz,G-Class,2016.0,Automatic,4000.0,Petrol,325.0,30.1,4.0,4.0,0.0,73948.0,93552.17,-19604.172,19604.172
38139,Mercedes-Benz,V-Class,2020.0,Automatic,303.0,Diesel,150.0,39.8,2.1,2.0,0.0,24791.0,44173.746,-19382.746,19382.746
42947,Mercedes-Benz,GLE-Class,,Automatic,10516.0,Diesel,145.0,,3.0,4.0,0.0,54885.0,35506.29,19378.711,19378.711
40811,Mercedes-Benz,GLE-Class,2020.0,Semi-Auto,1000.0,Petrol,326.028,29.5,3.0,4.0,0.0,64359.0,83605.11,-19246.109,19246.109
13568,BMW,,2019.0,Semi-Auto,10.0,Diesel,145.0,31.4,3.0,1.0,0.0,76970.0,57787.016,19182.984,19182.984
40609,Mercedes-Benz,GLS-Class,2018.0,Automatic,7390.0,Petrol,150.0,23.0,5.5,4.0,0.0,72950.0,92011.78,-19061.781,19061.781
45338,Mercedes-Benz,CL-Class,2020.0,Semi-Auto,,Petrol,145.0,33.2,2.0,4.0,0.0,54995.0,35964.6,19030.398,19030.398
37774,Mercedes-Benz,C-Class,2011.0,Automatic,1000.0,Diesel,145.0,54.3,2.0,3.0,0.0,38289.0,19268.055,19020.945,19020.945
34832,Mercedes-Benz,C-Class,2018.0,Semi-Auto,5659.0,Petrol,145.0,40.4,3.724,0.0,0.0,23498.0,42350.414,-18852.414,18852.414
24554,Ford,Mustang,2017.0,Automatic,7546.0,Petrol,145.0,23.5,5.0,3.0,0.0,48999.0,30168.352,18830.648,18830.648
44692,Mercedes-Benz,C-Class,2019.0,Automatic,1090.0,Petrol,145.0,44.1,3.724,0.0,0.0,25950.0,44670.6,-18720.602,18720.602
4541,Audi,Q5,2019.0,Semi-Auto,6000.0,Diesel,145.0,32.5,3.0,2.0,0.0,67990.0,49402.45,18587.551,18587.551
4936,Audi,Q7,2018.0,Automatic,13213.0,Diesel,145.0,37.2,4.0,4.0,0.0,72990.0,54478.594,18511.406,18511.406
43804,Mercedes-Benz,C-Class,2017.0,Automatic,29645.0,Petrol,,,3.724,2.0,0.0,17488.0,35936.453,-18448.453,18448.453
17089,Ford,Mustang,2017.0,Manual,21575.0,Petrol,145.0,20.9,5.0,1.0,0.0,49999.0,31594.266,18404.734,18404.734
3044,Audi,,2020.0,Automatic,1500.0,Diesel,145.0,34.5,,1.0,0.0,56450.0,38349.086,18100.914,18100.914
40570,Mercedes-Benz,C-Class,2017.0,Semi-Auto,11018.0,Petrol,145.0,32.8,,4.0,0.0,45480.0,27381.045,18098.955,18098.955
55432,Toyota,Hilux,2016.0,Manual,52689.0,Diesel,260.0,38.7,2.5,,0.0,29990.0,12117.318,17872.682,17872.682
11290,BMW,X5,2017.0,Automatic,10.0,Diesel,200.0,47.1,3.0,4.0,0.0,51990.0,34178.934,17811.066,17811.066
44648,Mercedes-Benz,B-Class,2019.0,Semi-Auto,7698.0,Petrol,145.0,51.4,3.724,0.0,0.0,19490.0,37262.133,-17772.133,17772.133
15255,Ford,Focus,2011.0,Manual,1577.0,Petrol,,,,2.0,0.0,29635.0,11879.076,17755.924,17755.924
40018,Mercedes-Benz,A-Class,2020.0,Semi-Auto,9.0,Petrol,145.0,,2.0,0.0,0.0,48980.0,31264.76,17715.24,17715.24
766,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000.0,127300.73,17699.273,17699.273
3215,Audi,Q7,2019.0,Automatic,5000.0,Diesel,145.0,33.2,3.0,2.0,0.0,66000.0,48533.977,17466.023,17466.023
3596,Audi,RS6,2014.0,Automatic,43752.0,Petrol,555.0,28.8,4.0,3.0,0.0,44491.0,27128.238,17362.762,17362.762
42831,Mercedes-Benz,C-Class,2019.0,Automatic,9625.0,Petrol,,,4.0,0.0,0.0,66990.0,49725.484,17264.516,17264.516
12307,BMW,4 Series,2020.0,Semi-Auto,10.0,Petrol,145.0,44.8,2.0,1.0,0.0,48155.0,30966.498,17188.502,17188.502
38676,Mercedes-Benz,GLE-Class,2017.0,Automatic,,,265.0,42.8,3.0,3.0,0.0,27000.0,44174.086,-17174.082,17174.082
40944,Mercedes-Benz,,2019.0,Semi-Auto,2580.0,Diesel,,44.8,3.724,0.0,0.0,36249.0,53384.016,-17135.016,17135.016
44539,Mercedes-Benz,C-Class,2019.0,Automatic,649.0,Petrol,,,3.724,6.0,0.0,27999.0,45106.402,-17107.402,17107.402
35879,Mercedes-Benz,E-Class,2018.0,Semi-Auto,2114.0,Petrol,,39.2,3.724,2.0,0.0,30982.0,48018.785,-17036.785,17036.785
6348,Audi,A5,2020.0,Semi-Auto,2000.0,Diesel,150.0,40.9,3.0,0.0,0.0,59995.0,43001.93,16993.07,16993.07
12744,BMW,4 Series,2020.0,Semi-Auto,10.0,,145.0,44.8,2.0,4.0,0.0,48155.0,31282.148,16872.852,16872.852
35092,Mercedes-Benz,S-Class,2019.0,Automatic,3671.0,Petrol,145.0,31.7,4.0,4.0,0.0,104590.0,87776.52,16813.477,16813.477
14613,BMW,X5,2015.0,Semi-Auto,22103.0,Petrol,570.0,25.4,4.4,1.0,0.0,44814.0,28088.783,16725.217,16725.217
5882,Audi,A6,2020.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,1.0,0.0,52500.0,35830.125,16669.875,16669.875
40889,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1615.0,Petrol,,,4.0,,0.0,69399.0,52740.277,16658.723,16658.723
13145,BMW,X5,2020.0,Semi-Auto,,Diesel,145.0,37.7,3.0,0.0,0.0,64995.0,48486.465,16508.535,16508.535
34921,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1000.0,Petrol,,,4.0,1.0,0.0,69679.0,53222.258,16456.742,16456.742
45276,Mercedes-Benz,C-Class,2019.0,Semi-Auto,10939.0,Petrol,,,3.724,0.0,0.0,29500.0,45956.34,-16456.34,16456.34
12379,BMW,X6,2020.0,Semi-Auto,9710.0,Diesel,,,3.0,2.0,0.0,55890.0,39517.008,16372.992,16372.992
35411,Mercedes-Benz,E-Class,,Automatic,20.0,Diesel,145.0,57.7,2.0,4.0,0.0,42798.0,26518.701,16279.299,16279.299
36026,Mercedes-Benz,C-Class,2016.0,Automatic,18900.0,Petrol,,,,0.0,0.0,35991.0,19888.957,16102.043,16102.043
11568,BMW,5 Series,2020.0,Semi-Auto,450.0,Diesel,145.0,60.1,3.0,4.0,0.0,54845.0,38899.477,15945.523,15945.523
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,1.0,0.0,109495.0,93609.914,15885.086,15885.086
43941,Mercedes-Benz,GLE-Class,2016.0,Semi-Auto,19466.0,Petrol,570.0,23.9,5.5,3.0,0.0,48480.0,64289.86,-15809.859,15809.859
8180,BMW,4 Series,2020.0,Semi-Auto,101.0,Diesel,145.0,60.1,2.0,3.0,0.0,47550.0,31770.12,15779.881,15779.881
42328,Mercedes-Benz,C-Class,2019.0,Semi-Auto,262.0,Petrol,,,4.0,4.0,0.0,66899.0,51143.004,15755.996,15755.996
71404,Volkswagen,Touareg,2019.0,Semi-Auto,9950.0,Diesel,150.0,34.0,3.0,1.0,0.0,59990.0,44326.305,15663.695,15663.695
5324,Audi,R8,2019.0,Automatic,3000.0,Petrol,145.0,21.4,5.2,2.0,0.0,119450.0,103838.72,15611.281,15611.281
12982,BMW,M4,2018.0,Semi-Auto,4000.0,Petrol,145.0,33.6,3.0,2.0,0.0,55991.0,40463.566,15527.434,15527.434
73367,Volkswagen,Caravelle,2011.0,Automatic,10500.0,Diesel,145.0,33.6,2.0,1.0,0.0,56000.0,40478.195,15521.805,15521.805
30156,Ford,Kuga,2017.0,Manual,13988.0,Diesel,,64.2,1.5,2.0,,29495.0,13993.732,15501.268,15501.268
35997,Mercedes-Benz,C-Class,2019.0,Semi-Auto,7749.0,Petrol,,,,4.0,0.0,40749.0,25362.406,15386.594,15386.594
896,Audi,A8,2018.0,Automatic,20360.0,Diesel,145.0,50.4,3.0,2.0,0.0,49995.0,34682.34,15312.66,15312.66
4924,Audi,A4,2020.0,Automatic,5500.0,Petrol,145.0,35.3,2.0,1.0,0.0,47990.0,32752.488,15237.512,15237.512
807,Audi,RS6,2017.0,Semi-Auto,20814.0,Petrol,325.0,29.4,4.0,2.0,0.0,56990.0,72119.62,-15129.617,15129.617
3807,Audi,RS6,2014.0,Automatic,63476.0,Petrol,555.0,28.8,4.0,1.0,0.0,40990.0,25915.64,15074.359,15074.359
46249,Mercedes-Benz,S-Class,2016.0,Automatic,15000.0,Petrol,300.0,33.6,4.7,0.0,0.0,31000.0,46064.195,-15064.195,15064.195
5326,Audi,Q7,2018.0,Automatic,13213.0,Diesel,145.0,37.2,4.0,2.0,0.0,70990.0,56063.04,14926.961,14926.961
4037,Audi,RS6,2017.0,Automatic,15500.0,Petrol,325.0,29.4,4.0,3.0,0.0,54995.0,69895.63,-14900.633,14900.633
4476,Audi,,2018.0,Semi-Auto,8450.0,Diesel,145.0,32.8,3.0,0.0,0.0,63985.0,49110.355,14874.645,14874.645
12122,BMW,X6,2016.0,Semi-Auto,25684.0,Petrol,570.0,25.4,4.4,0.0,0.0,44160.0,29305.326,14854.674,14854.674
11701,BMW,M6,2006.0,Semi-Auto,89000.0,Petrol,570.0,19.1,5.0,2.0,0.0,12495.0,27299.691,-14804.691,14804.691
37660,Mercedes-Benz,SL-Class,2019.0,Semi-Auto,1776.0,Petrol,145.0,28.0,5.5,0.0,0.0,79299.0,64531.086,14767.918,14767.918
45501,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1282.0,Petrol,,,4.0,0.0,0.0,68399.0,53640.973,14758.027,14758.027
41767,Mercedes-Benz,SL-Class,2019.0,Automatic,540.0,Petrol,145.0,28.0,5.5,1.0,0.0,79799.0,65080.15,14718.852,14718.852
40819,Mercedes-Benz,V-Class,2019.0,Automatic,500.0,Diesel,145.0,38.2,2.1,4.0,0.0,27000.0,41666.984,-14666.984,14666.984
8906,BMW,X5,2017.0,Automatic,10.0,Diesel,145.0,42.8,3.0,2.0,0.0,57990.0,43323.047,14666.953,14666.953
35674,Mercedes-Benz,SL-Class,2019.0,Automatic,221.0,Petrol,145.0,28.0,5.5,3.0,0.0,80650.0,66041.13,14608.867,14608.867
42182,Mercedes-Benz,A-Class,2020.0,Semi-Auto,500.0,Petrol,145.0,,2.0,1.0,0.0,44995.0,30506.72,14488.279,14488.279
37116,Mercedes-Benz,CLS-Class,2019.0,Semi-Auto,,Petrol,145.0,31.7,3.0,2.0,0.0,68000.0,53580.49,14419.512,14419.512
36868,Mercedes-Benz,,2019.0,Semi-Auto,9.0,Petrol,150.0,33.2,2.0,4.0,0.0,54980.0,40588.676,14391.324,14391.324
42477,Mercedes-Benz,C-Class,2019.0,Automatic,,Hybrid,,,2.0,1.0,0.0,43990.0,29616.979,14373.021,14373.021
39238,Mercedes-Benz,C-Class,2019.0,Automatic,,Petrol,145.0,44.1,1.5,0.0,0.0,36999.0,22640.36,14358.641,14358.641
1659,Audi,,2020.0,Semi-Auto,2000.0,Diesel,,32.8,3.0,1.0,0.0,64995.0,50643.566,14351.434,14351.434
44835,Mercedes-Benz,CLS-Class,2011.0,Automatic,4263.0,Diesel,145.0,48.7,2.9,2.0,0.0,44995.0,30647.834,14347.166,14347.166
39388,Mercedes-Benz,A-Class,2020.0,Semi-Auto,1000.0,Petrol,145.0,53.3,3.724,4.0,0.0,25879.0,40223.02,-14344.02,14344.02
35363,Mercedes-Benz,A-Class,2019.0,Semi-Auto,880.0,Petrol,145.0,24.8,4.0,4.0,0.0,124366.0,110045.14,14320.859,14320.859
3453,Audi,A8,2019.0,Automatic,16584.0,Petrol,145.0,37.7,3.0,2.0,0.0,33992.0,48241.36,-14249.359,14249.359
40130,Mercedes-Benz,B-Class,2019.0,Semi-Auto,10588.0,Petrol,145.0,45.6,3.724,3.0,0.0,22699.0,36889.273,-14190.273,14190.273
12845,BMW,3 Series,2019.0,Semi-Auto,2400.0,Petrol,150.0,41.5,3.0,3.0,0.0,25595.0,39734.61,-14139.609,14139.609
44582,Mercedes-Benz,C-Class,2011.0,Automatic,6000.0,Petrol,,,1.5,0.0,0.0,33900.0,19764.816,14135.184,14135.184
36469,Mercedes-Benz,SL-Class,2016.0,Semi-Auto,9262.0,Petrol,260.0,36.7,3.0,2.0,0.0,28650.0,42741.523,-14091.523,14091.523
28374,Ford,Focus,2011.0,Manual,10836.0,Diesel,145.0,50.4,2.0,4.0,0.0,24900.0,10857.326,14042.674,14042.674
44552,Mercedes-Benz,C-Class,2017.0,Semi-Auto,22574.0,Petrol,300.0,33.6,4.0,3.0,0.0,33495.0,47466.086,-13971.082,13971.082
43317,Mercedes-Benz,C-Class,2017.0,Automatic,65891.0,Petrol,265.0,35.3,3.0,1.0,0.0,25995.0,39925.83,-13930.828,13930.828
36551,Mercedes-Benz,GLE-Class,2019.0,Semi-Auto,1493.0,Petrol,145.0,23.7,5.5,0.0,0.0,87459.0,73535.195,13923.805,13923.805
1846,Audi,Q7,2020.0,Semi-Auto,2348.0,Diesel,150.0,29.4,4.0,4.0,0.0,84999.0,71183.125,13815.875,13815.875
44376,Mercedes-Benz,SL-Class,2019.0,Semi-Auto,3728.0,Petrol,145.0,28.0,5.5,1.0,0.0,78399.0,64604.793,13794.207,13794.207
37139,Mercedes-Benz,C-Class,2017.0,Automatic,26000.0,Petrol,300.0,34.0,3.0,1.0,0.0,30999.0,44733.953,-13734.953,13734.953
43852,Mercedes-Benz,S-Class,2019.0,Semi-Auto,1022.0,Petrol,145.0,34.0,4.0,0.0,0.0,95099.0,81380.55,13718.453,13718.453
43995,Mercedes-Benz,V-Class,2019.0,Automatic,10.0,Diesel,145.0,45.6,2.2,4.0,0.0,50640.0,36923.52,13716.48,13716.48
36232,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1200.0,Petrol,,,4.0,1.0,0.0,66890.0,53191.1,13698.898,13698.898
7649,BMW,X5,2019.0,Automatic,11311.0,Diesel,150.0,33.6,3.0,3.0,0.0,61550.0,47906.26,13643.738,13643.738
4956,Audi,Q7,2016.0,Automatic,41032.0,Diesel,300.0,39.2,4.0,0.0,0.0,48995.0,35359.36,13635.641,13635.641
38535,Mercedes-Benz,C-Class,2020.0,,250.0,Petrol,,,2.0,0.0,0.0,44995.0,31392.549,13602.451,13602.451
46477,Mercedes-Benz,C-Class,2016.0,Semi-Auto,15554.0,Petrol,,,,4.0,0.0,34380.0,20805.74,13574.26,13574.26
35618,Mercedes-Benz,C-Class,2019.0,Semi-Auto,,Diesel,,,,1.0,0.0,38289.0,24736.475,13552.525,13552.525
66914,Volkswagen,Tiguan Allspace,2019.0,Semi-Auto,85454.586,Diesel,145.0,39.2,2.0,4.0,0.0,23999.0,37542.246,-13543.25,13543.25
28245,Ford,Focus,2018.0,Manual,13847.0,Petrol,145.0,58.9,1.0,4.0,0.0,25998.0,12478.609,13519.391,13519.391
12255,BMW,X5,2017.0,Automatic,10.0,Diesel,145.0,47.1,3.0,4.0,0.0,55990.0,42470.785,13519.215,13519.215
35296,Mercedes-Benz,E-Class,2019.0,Automatic,12.0,Diesel,145.0,47.1,3.0,0.0,0.0,58921.0,45409.875,13511.125,13511.125
39704,Mercedes-Benz,GLS-Class,2016.0,Semi-Auto,32609.0,,300.0,9.429,3.0,0.0,0.0,39799.0,53297.08,-13498.078,13498.078
14238,BMW,5 Series,2019.0,Semi-Auto,4000.0,,145.0,50.4,2.0,,0.0,42650.0,29159.379,13490.621,13490.621
46173,Mercedes-Benz,X-Class,2019.0,Automatic,3789.0,Diesel,260.0,31.4,3.0,2.0,0.0,47400.0,33986.375,13413.625,13413.625
43656,Mercedes-Benz,C-Class,2019.0,Semi-Auto,630.0,Petrol,,,4.0,1.0,0.0,66699.0,53312.33,13386.672,13386.672
43741,Mercedes-Benz,SL-Class,2019.0,Automatic,105.0,Petrol,145.0,28.0,5.5,0.0,0.0,77890.0,64542.777,13347.223,13347.223
46372,Mercedes-Benz,C-Class,2013.0,Semi-Auto,49964.0,Petrol,,23.0,6.2,3.0,0.0,22995.0,36339.414,-13344.414,13344.414
46124,Mercedes-Benz,A-Class,2020.0,Semi-Auto,4500.0,Petrol,145.0,53.3,3.724,3.0,0.0,26000.0,39314.77,-13314.77,13314.77
2031,Audi,Q7,2016.0,Semi-Auto,46600.0,Diesel,300.0,39.2,4.0,1.0,0.0,47995.0,34734.01,13260.988,13260.988
34869,Mercedes-Benz,CLS-Class,,Automatic,5500.0,Diesel,145.0,,2.9,0.0,0.0,44699.0,31444.508,13254.492,13254.492
37911,Mercedes-Benz,GLC-Class,2011.0,Semi-Auto,9558.0,Diesel,145.0,40.4,2.0,4.0,0.0,43099.0,29850.727,13248.273,13248.273
40186,Mercedes-Benz,GLC-Class,2019.0,,7764.0,Petrol,145.0,27.4,4.0,2.0,0.0,54524.0,67679.47,-13155.469,13155.469
13543,BMW,M4,2019.0,Semi-Auto,1501.0,Petrol,145.0,34.0,3.0,2.0,0.0,56995.0,43844.9,13150.102,13150.102
35142,Mercedes-Benz,C-Class,2016.0,Semi-Auto,29810.0,Petrol,300.0,34.5,4.0,1.0,0.0,31649.0,44653.05,-13004.051,13004.051
74890,Volkswagen,Golf,2016.0,Manual,1400.0,Petrol,200.0,40.9,2.0,1.0,0.0,37995.0,24998.54,12996.461,12996.461
38993,Mercedes-Benz,S-Class,2015.0,,8052.0,Petrol,325.0,31.7,4.7,3.0,0.0,32249.0,45232.492,-12983.492,12983.492
7272,Audi,Q7,2019.0,Semi-Auto,6227.0,Diesel,145.0,33.2,3.0,3.0,0.0,59950.0,46986.37,12963.629,12963.629
44412,Mercedes-Benz,SL-Class,2019.0,Automatic,10.0,Petrol,145.0,28.0,5.5,4.0,0.0,79210.0,66284.31,12925.688,12925.688
40006,Mercedes-Benz,C-Class,2019.0,Semi-Auto,3398.0,Petrol,,,4.0,,0.0,65000.0,52083.438,12916.562,12916.562
36801,Mercedes-Benz,C-Class,2019.0,Automatic,962.0,Petrol,145.0,28.5,4.0,4.0,0.0,49280.0,62191.496,-12911.496,12911.496
2985,Audi,RS6,2020.0,Semi-Auto,1500.0,Petrol,150.0,22.1,4.0,4.0,0.0,109495.0,96598.21,12896.789,12896.789
45073,Mercedes-Benz,A-Class,2018.0,Automatic,3695.0,Petrol,145.0,24.8,4.0,4.0,0.0,84500.0,97378.875,-12878.875,12878.875
46623,Mercedes-Benz,C-Class,2020.0,Automatic,3897.0,Petrol,,44.1,1.5,1.0,0.0,41450.0,28572.168,12877.832,12877.832
11430,BMW,3 Series,2010.0,Automatic,5000.0,Diesel,145.0,49.6,2.0,0.0,0.0,33995.0,21132.814,12862.186,12862.186
65635,Volkswagen,Caravelle,2019.0,Semi-Auto,17600.0,Diesel,145.0,33.6,2.0,2.0,0.0,55990.0,43195.605,12794.395,12794.395
70996,Volkswagen,,2019.0,Automatic,,Petrol,145.0,,2.0,1.0,0.0,32850.0,20064.809,12785.191,12785.191
38760,Mercedes-Benz,C-Class,2019.0,Semi-Auto,,Petrol,145.0,46.3,1.5,2.0,0.0,34480.0,21755.918,12724.082,12724.082
34931,Mercedes-Benz,GLC-Class,2020.0,Semi-Auto,1000.0,Petrol,145.0,22.1,4.0,4.0,0.0,62189.0,74889.516,-12700.516,12700.516
8956,BMW,7 Series,2019.0,Automatic,8546.0,Diesel,145.0,,3.0,0.0,0.0,55000.0,42303.668,12696.332,12696.332
39351,Mercedes-Benz,GLE-Class,2015.0,Automatic,13212.0,Petrol,570.0,23.7,,2.0,0.0,48400.0,35704.902,12695.098,12695.098
43495,Mercedes-Benz,GLC-Class,2019.0,Semi-Auto,23500.0,Petrol,150.0,27.4,4.0,0.0,0.0,51500.0,64182.344,-12682.344,12682.344
11882,BMW,M4,2020.0,Semi-Auto,5.0,Petrol,145.0,34.0,3.0,0.0,0.0,59995.0,47366.234,12628.766,12628.766
40127,Mercedes-Benz,E-Class,2019.0,Semi-Auto,9200.0,Diesel,145.0,72.4,2.0,2.0,0.0,39950.0,27327.643,12622.357,12622.357
44727,Mercedes-Benz,GLA-Class,2019.0,Automatic,3099.0,Petrol,145.0,35.8,3.724,2.0,0.0,30000.0,42609.21,-12609.211,12609.211
4438,Audi,Q7,2018.0,Semi-Auto,31362.0,Diesel,145.0,37.2,4.0,4.0,0.0,64842.0,52233.062,12608.938,12608.938
38943,Mercedes-Benz,GLC-Class,2020.0,Semi-Auto,3999.0,Petrol,145.0,22.4,4.0,0.0,0.0,62480.0,75074.3,-12594.297,12594.297
39414,Mercedes-Benz,A-Class,2020.0,Semi-Auto,16.0,Petrol,145.0,32.8,2.0,4.0,0.0,49980.0,37401.414,12578.586,12578.586
23936,,Mustang,2019.0,Automatic,,Petrol,145.0,22.1,5.0,1.0,0.0,45250.0,32680.85,12569.15,12569.15
13960,BMW,X6,2020.0,Semi-Auto,,Petrol,150.0,26.4,3.0,1.0,,54975.0,67540.516,-12565.516,12565.516
