carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
6647,Audi,R8,2024.0,Semi-Auto,4000.0,Petrol,145.0,21.4,5.2,95.0,4.0,0.0,129000.0,166212.36,-37212.359375,37212.359375
44942,Mercedes-Benz,S-Class,2019.0,Semi-Auto,4688.0,Petrol,326.028233171514,31.7,4.0,42.0,1.0,0.0,109995.0,73648.89,36346.109375,36346.109375
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,37.0,1.0,0.0,126000.0,90880.41,35119.59375,35119.59375
22719,Ford,,,Manual,11000.0,Petrol,,,2.3,49.0,3.0,0.0,54995.0,20301.55,34693.44921875,34693.44921875
9713,BMW,3 Series,2020.0,Semi-Auto,150.0,Diesel,150.0,47.1,3.0,93.0,3.0,0.0,71990.0,37375.023,34614.9765625,34614.9765625
45540,Mercedes-Benz,C-Class,2019.0,Semi-Auto,200.0,Petrol,,,4.0,46.0,2.0,0.0,88995.0,54950.934,34044.06640625,34044.06640625
6834,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,94.0,2.0,0.0,89750.0,56449.484,33300.515625,33300.515625
19640,Ford,Focus,2018.0,Manual,11000.0,Petrol,145.0,36.7,2.3,91.0,3.0,0.0,54995.0,23733.096,31261.904296875,31261.904296875
42646,Mercedes-Benz,C-Class,2019.0,Semi-Auto,3398.0,Petrol,145.0,27.2,,57.0,2.0,0.0,65000.0,35713.484,29286.515625,29286.515625
46704,Mercedes-Benz,A-Class,2019.0,Semi-Auto,6807.0,Petrol,150.0,22.6,4.0,77.0,3.0,0.0,105000.0,76433.34,28566.65625,28566.65625
1220,Audi,A8,2020.0,Automatic,250.0,Diesel,145.0,39.2,3.0,41.0,3.0,0.0,78990.0,50690.484,28299.515625,28299.515625
3755,Audi,R8,2018.0,Automatic,5044.0,Petrol,150.0,23.0,5.2,68.0,4.0,0.0,95950.0,124005.16,-28055.15625,28055.15625
12917,BMW,M4,2016.0,Automatic,4550.0,Petrol,300.0,33.2,3.0,73.0,3.0,0.0,76990.0,49293.688,27696.3125,27696.3125
2743,Audi,R8,2018.0,Semi-Auto,3800.0,Petrol,145.0,23.0,5.2,42.0,3.0,0.0,93950.0,121613.97,-27663.96875,27663.96875
38192,Mercedes-Benz,GLS-Class,2020.0,Semi-Auto,452.0,Diesel,145.0,,3.0,77.0,3.0,0.0,71991.0,44924.676,27066.32421875,27066.32421875
34832,Mercedes-Benz,C-Class,2018.0,Semi-Auto,5659.0,Petrol,145.0,40.4,3.723712168624484,93.0,0.0,0.0,23498.0,50476.777,-26978.77734375,26978.77734375
22326,Ford,Focus,2017.0,Manual,,Diesel,,,1.5,69.0,3.0,0.0,38015.0,11784.803,26230.197265625,26230.197265625
44692,Mercedes-Benz,C-Class,2019.0,Automatic,1090.0,Petrol,145.0,44.1,3.723712168624484,86.0,0.0,0.0,25950.0,51938.895,-25988.89453125,25988.89453125
3044,Audi,,2020.0,Automatic,1500.0,Diesel,145.0,34.5,,88.0,1.0,0.0,56450.0,30551.006,25898.994140625,25898.994140625
39142,Mercedes-Benz,G-Class,2016.0,Automatic,4000.0,Petrol,325.0,30.1,4.0,52.0,4.0,0.0,73948.0,99589.06,-25641.0625,25641.0625
45338,,CL-Class,2020.0,Semi-Auto,,Petrol,145.0,33.2,2.0,61.0,4.0,0.0,54995.0,29453.8,25541.19921875,25541.19921875
37116,Mercedes-Benz,CLS-Class,2019.0,Semi-Auto,,Petrol,145.0,31.7,3.0,41.0,2.0,0.0,68000.0,42689.336,25310.6640625,25310.6640625
68546,Volkswagen,Touareg,2019.0,Semi-Auto,,Petrol,145.0,25.5,3.0,56.0,0.0,0.0,59995.0,34748.758,25246.2421875,25246.2421875
13718,BMW,X5,2019.0,Automatic,5.0,Hybrid,135.0,,3.0,93.0,4.0,0.0,73000.0,47977.68,25022.3203125,25022.3203125
36801,Mercedes-Benz,C-Class,2019.0,Automatic,962.0,Petrol,145.0,28.5,4.0,3.2074178424107345,4.0,0.0,49280.0,73420.27,-24140.2734375,24140.2734375
36102,Mercedes-Benz,GLS-Class,2019.0,Automatic,86705.85488462522,Diesel,145.0,30.4,3.0,80.0,1.0,0.0,69990.0,46337.508,23652.4921875,23652.4921875
12507,BMW,8 Series,2020.0,,,Diesel,145.0,26.7,3.0,72.0,4.0,0.0,79991.0,56429.25,23561.75,23561.75
15120,Ford,Focus,2017.0,Manual,197.0,Diesel,145.0,,1.5,55.0,1.0,0.0,38015.0,14453.515,23561.4853515625,23561.4853515625
7886,BMW,X5,2019.0,Semi-Auto,4799.0,Hybrid,140.0,,3.0,77.0,1.0,0.0,72990.0,49560.676,23429.32421875,23429.32421875
10787,BMW,,2020.0,Semi-Auto,5000.0,Diesel,150.0,31.4,3.0,47.0,4.0,0.0,78000.0,54757.164,23242.8359375,23242.8359375
2022,Audi,R8,2019.0,Automatic,8175.0,Petrol,145.0,21.6,5.2,47.0,4.0,0.0,112990.0,136149.61,-23159.609375,23159.609375
45141,Mercedes-Benz,SL-Class,2019.0,,1201.0,Petrol,145.0,,3.0,57.0,2.0,0.0,57995.0,34867.168,23127.83203125,23127.83203125
37671,Mercedes-Benz,A-Class,2015.0,Automatic,20750.0,Petrol,325.0,30.1,4.0,43.0,3.0,0.0,59991.0,36864.902,23126.09765625,23126.09765625
36868,Mercedes-Benz,,2019.0,Semi-Auto,9.0,Petrol,150.0,33.2,2.0,48.0,4.0,0.0,54980.0,31877.256,23102.744140625,23102.744140625
66181,,,2019.0,Automatic,947.0,Diesel,145.0,32.8,2.0,36.0,0.0,0.0,49996.0,26998.336,22997.6640625,22997.6640625
38462,Mercedes-Benz,V-Class,2019.0,Automatic,500.0,Diesel,145.0,38.2,2.1,41.0,6.0,0.0,27000.0,49988.184,-22988.18359375,22988.18359375
40387,Mercedes-Benz,E-Class,2024.0,Semi-Auto,74500.0,Diesel,145.0,54.3,3.0,80.0,0.0,0.0,15499.0,38305.805,-22806.8046875,22806.8046875
44648,Mercedes-Benz,B-Class,2019.0,Semi-Auto,7698.0,Petrol,145.0,51.4,3.723712168624484,80.0,0.0,0.0,19490.0,42023.88,-22533.87890625,22533.87890625
37836,Mercedes-Benz,C-Class,2018.0,Semi-Auto,3891.0,Petrol,,,3.723712168624484,75.0,1.0,0.0,19980.0,41872.855,-21892.85546875,21892.85546875
39152,Mercedes-Benz,GLE-Class,2019.0,,8112.0,Diesel,145.0,36.7,,42.0,2.0,0.0,48444.0,26581.346,21862.654296875,21862.654296875
14659,BMW,M3,,Manual,81000.0,Petrol,570.0,22.8,4.0,55.0,2.0,0.0,17650.0,39508.08,-21858.078125,21858.078125
41871,Mercedes-Benz,A-Class,2016.0,Semi-Auto,10104.0,Petrol,325.0,30.1,4.0,68.0,1.0,0.0,69995.0,48144.062,21850.9375,21850.9375
70660,Volkswagen,Touareg,2018.0,Automatic,10000.0,Diesel,145.0,34.0,3.0,81.0,4.0,0.0,57295.0,35642.508,21652.4921875,21652.4921875
46621,Mercedes-Benz,C-Class,,Semi-Auto,6900.0,Petrol,,,3.723712168624484,82.0,0.0,0.0,18799.0,39964.04,-21165.0390625,21165.0390625
5540,Audi,,2020.0,Semi-Auto,,Petrol,145.0,28.8,2.9,63.0,3.0,0.0,69995.0,48838.57,21156.4296875,21156.4296875
12366,BMW,X5,2019.0,,7374.0,Hybrid,140.0,,3.0,90.0,2.0,0.0,65000.0,43843.773,21156.2265625,21156.2265625
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,76.0,1.0,0.0,109495.0,88367.41,21127.59375,21127.59375
36887,Mercedes-Benz,C-Class,2020.0,Semi-Auto,,Petrol,145.0,,,92.0,0.0,0.0,44995.0,23881.885,21113.115234375,21113.115234375
38139,Mercedes-Benz,V-Class,2020.0,Automatic,303.0,Diesel,150.0,39.8,2.1,60.0,2.0,0.0,24791.0,45774.203,-20983.203125,20983.203125
1959,Audi,Q7,2018.0,Automatic,24439.0,Diesel,145.0,39.2,,98.0,2.0,0.0,52495.0,31560.326,20934.673828125,20934.673828125
13568,BMW,,2019.0,Semi-Auto,10.0,Diesel,145.0,31.4,3.0,55.0,1.0,0.0,76970.0,56236.324,20733.67578125,20733.67578125
41207,Mercedes-Benz,C-Class,2019.0,Semi-Auto,200.0,Petrol,145.0,28.0,4.0,60.0,0.0,0.0,88995.0,68262.09,20732.90625,20732.90625
14271,BMW,X7,,Semi-Auto,5349.0,Diesel,145.0,33.6,3.0,37.0,0.0,0.0,72798.0,52352.453,20445.546875,20445.546875
46064,Mercedes-Benz,GLE-Class,2017.0,Semi-Auto,6000.0,Petrol,145.0,23.9,5.5,92.0,3.0,0.0,53989.0,74399.89,-20410.890625,20410.890625
41574,Mercedes-Benz,GLC-Class,2019.0,,7689.0,Petrol,145.0,26.4,4.0,78.0,3.0,0.0,62499.0,42114.35,20384.6484375,20384.6484375
6793,Audi,Q8,2019.0,Automatic,3011.0,Diesel,145.0,32.8,3.0,89.0,4.0,0.0,77888.0,57516.395,20371.60546875,20371.60546875
39762,Mercedes-Benz,A-Class,2016.0,Automatic,45000.0,Petrol,325.0,30.1,4.0,86.0,0.0,0.0,57950.0,37610.95,20339.05078125,20339.05078125
12307,BMW,4 Series,2020.0,Semi-Auto,10.0,Petrol,145.0,44.8,2.0,82.0,1.0,0.0,48155.0,27917.752,20237.248046875,20237.248046875
6348,Audi,A5,2020.0,Semi-Auto,2000.0,Diesel,150.0,40.9,3.0,33.0,0.0,0.0,59995.0,39782.234,20212.765625,20212.765625
40819,Mercedes-Benz,V-Class,2019.0,Automatic,500.0,Diesel,145.0,38.2,2.1,35.0,4.0,0.0,27000.0,46898.043,-19898.04296875,19898.04296875
4210,Audi,Q8,2019.0,Semi-Auto,6000.0,Diesel,145.0,32.8,3.0,43.0,1.0,0.0,76990.0,57153.594,19836.40625,19836.40625
39131,Mercedes-Benz,E-Class,2019.0,Automatic,7502.0,Petrol,145.0,32.1,,92.0,3.0,0.0,52713.0,32900.477,19812.5234375,19812.5234375
17089,Ford,Mustang,2017.0,Manual,21575.0,Petrol,145.0,20.9,5.0,44.0,1.0,0.0,49999.0,30191.61,19807.390625,19807.390625
42831,Mercedes-Benz,C-Class,2019.0,Automatic,9625.0,Petrol,,,4.0,73.0,0.0,0.0,66990.0,47522.383,19467.6171875,19467.6171875
39388,Mercedes-Benz,A-Class,2020.0,Semi-Auto,1000.0,Petrol,145.0,53.3,3.723712168624484,52.0,4.0,0.0,25879.0,45334.758,-19455.7578125,19455.7578125
13655,BMW,4 Series,2024.0,Automatic,19500.0,Diesel,160.0,50.4,3.0,77.0,2.0,0.0,19725.0,39127.668,-19402.66796875,19402.66796875
38535,Mercedes-Benz,C-Class,2020.0,,250.0,Petrol,,,2.0,81.0,0.0,0.0,44995.0,25678.227,19316.7734375,19316.7734375
3501,Audi,RS6,2017.0,Semi-Auto,30921.0,Petrol,150.0,,4.0,65.0,0.0,0.0,53990.0,34787.02,19202.98046875,19202.98046875
71404,Volkswagen,Touareg,2019.0,Semi-Auto,9950.0,Diesel,150.0,34.0,3.0,98.0,1.0,0.0,59990.0,40968.203,19021.796875,19021.796875
5882,Audi,A6,2020.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,77.0,1.0,0.0,52500.0,33674.094,18825.90625,18825.90625
38993,Mercedes-Benz,S-Class,2015.0,,8052.0,Petrol,325.0,31.7,4.7,60.0,3.0,0.0,32249.0,51003.895,-18754.89453125,18754.89453125
40454,Mercedes-Benz,A-Class,2018.0,Semi-Auto,2122.0,Petrol,145.0,24.8,4.0,39.0,1.0,0.0,109989.0,91363.58,18625.421875,18625.421875
43082,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2547.0,Petrol,,,3.723712168624484,99.0,0.0,0.0,25699.0,44318.734,-18619.734375,18619.734375
12744,BMW,4 Series,2020.0,Semi-Auto,10.0,,145.0,44.8,2.0,64.0,4.0,0.0,48155.0,29570.326,18584.673828125,18584.673828125
35296,Mercedes-Benz,E-Class,2019.0,Automatic,12.0,Diesel,145.0,47.1,3.0,77.0,0.0,0.0,58921.0,40534.48,18386.51953125,18386.51953125
68007,Volkswagen,California,2019.0,Manual,12895.0,Diesel,260.0,44.1,2.0,45.0,3.0,0.0,52995.0,34639.5,18355.5,18355.5
43057,Mercedes-Benz,GLS-Class,2020.0,Semi-Auto,3999.0,Diesel,145.0,30.4,3.0,99.0,3.0,0.0,76980.0,58711.375,18268.625,18268.625
11568,BMW,5 Series,2020.0,Semi-Auto,450.0,Diesel,145.0,60.1,3.0,48.0,4.0,0.0,54845.0,36605.65,18239.3515625,18239.3515625
5324,Audi,R8,2019.0,Automatic,3000.0,Petrol,145.0,21.4,5.2,47.0,2.0,0.0,119450.0,137578.84,-18128.84375,18128.84375
12635,BMW,X5,2019.0,Semi-Auto,1606.0,Hybrid,135.0,,3.0,69.0,2.0,0.0,69995.0,51902.547,18092.453125,18092.453125
4924,Audi,A4,2020.0,Automatic,5500.0,Petrol,145.0,35.3,2.0,37.0,1.0,0.0,47990.0,29917.533,18072.466796875,18072.466796875
6689,Audi,S8,2017.0,Automatic,22579.0,Petrol,555.0,28.2,4.0,46.0,2.0,0.0,44991.0,63058.387,-18067.38671875,18067.38671875
44539,Mercedes-Benz,C-Class,2019.0,Automatic,649.0,Petrol,,,3.723712168624484,,6.0,0.0,27999.0,45927.336,-17928.3359375,17928.3359375
4037,Audi,RS6,2017.0,Automatic,15500.0,Petrol,325.0,29.4,4.0,88.0,3.0,0.0,54995.0,72909.58,-17914.578125,17914.578125
34921,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1000.0,Petrol,,,4.0,83.0,1.0,0.0,69679.0,51812.934,17866.06640625,17866.06640625
9129,BMW,,2024.0,Semi-Auto,11454.0,Diesel,160.0,51.4,3.0,,1.0,0.0,20390.0,38163.12,-17773.12109375,17773.12109375
41439,Mercedes-Benz,GLE-Class,2020.0,Semi-Auto,2538.0,Diesel,145.0,,2.9,43.0,3.0,0.0,57400.0,39647.055,17752.9453125,17752.9453125
40889,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1615.0,Petrol,,,4.0,58.0,,0.0,69399.0,51672.84,17726.16015625,17726.16015625
5404,Audi,Q7,2019.0,Automatic,7999.0,Diesel,145.0,33.2,3.0,30.0,1.0,0.0,68000.0,50333.383,17666.6171875,17666.6171875
38953,Mercedes-Benz,GLE-Class,2018.0,Automatic,5234.0,Petrol,145.0,23.9,5.5,93.0,0.0,0.0,55376.0,72851.41,-17475.40625,17475.40625
69766,Volkswagen,Caravelle,2019.0,Automatic,2692.0,,145.0,33.6,,99.0,1.0,0.0,49999.0,32586.328,17412.671875,17412.671875
8404,BMW,X5,2010.0,Semi-Auto,6056.0,Diesel,145.0,37.7,3.0,40.0,2.0,0.0,44736.0,27328.086,17407.9140625,17407.9140625
2280,Audi,RS4,2015.0,Semi-Auto,35905.0,Petrol,565.0,9.821461970493658,4.2,93.0,4.0,0.0,29995.0,47367.14,-17372.140625,17372.140625
37093,Mercedes-Benz,S-Class,2017.0,Automatic,8090.0,Petrol,145.0,32.1,,46.0,2.0,,49890.0,32578.809,17311.19140625,17311.19140625
66177,Volkswagen,California,2018.0,Automatic,7865.0,Diesel,260.0,,2.0,35.0,0.0,0.0,54999.0,37698.0,17301.0,17301.0
40326,Mercedes-Benz,V-Class,2019.0,,6295.0,Diesel,145.0,36.7,2.0,,4.0,0.0,44490.0,27269.064,17220.935546875,17220.935546875
35786,Mercedes-Benz,E-Class,2019.0,Semi-Auto,1000.0,Petrol,150.0,31.0,4.0,57.0,2.0,0.0,75099.0,57887.457,17211.54296875,17211.54296875
4703,,,2019.0,Automatic,10.0,Petrol,,30.4,2.9,54.0,1.0,0.0,51990.0,34905.43,17084.5703125,17084.5703125
40570,Mercedes-Benz,C-Class,2017.0,Semi-Auto,11018.0,Petrol,145.0,32.8,,73.0,4.0,0.0,45480.0,28405.21,17074.7890625,17074.7890625
65635,Volkswagen,Caravelle,2019.0,Semi-Auto,17600.0,Diesel,145.0,33.6,2.0,39.0,2.0,0.0,55990.0,38964.6,17025.3984375,17025.3984375
45365,Mercedes-Benz,GLS-Class,2020.0,Semi-Auto,2700.0,Diesel,145.0,30.4,3.0,67.0,4.0,0.0,76469.0,59509.777,16959.22265625,16959.22265625
2985,Audi,RS6,2020.0,Semi-Auto,1500.0,Petrol,150.0,22.1,4.0,64.0,4.0,0.0,109495.0,92539.97,16955.03125,16955.03125
36026,Mercedes-Benz,C-Class,2016.0,Automatic,18900.0,Petrol,,,,68.0,0.0,0.0,35991.0,19065.48,16925.51953125,16925.51953125
35769,Mercedes-Benz,M-Class,1970.0,Automatic,14000.0,Diesel,305.0,39.2,,44.0,3.0,0.0,24999.0,8089.7754,16909.224609375,16909.224609375
11123,BMW,3 Series,2020.0,,1381.0,Petrol,145.0,41.5,2.0,34.0,4.0,0.0,43970.0,27136.105,16833.89453125,16833.89453125
39977,Mercedes-Benz,C-Class,2018.0,Automatic,4127.0,Petrol,,34.0,3.723712168624484,3.2074178424107345,1.0,0.0,38495.0,55291.05,-16796.05078125,16796.05078125
8180,BMW,4 Series,2020.0,Semi-Auto,101.0,Diesel,145.0,60.1,2.0,38.0,3.0,0.0,47550.0,30762.188,16787.8125,16787.8125
67600,,Touareg,,Semi-Auto,6000.0,Diesel,145.0,33.6,3.0,58.0,2.0,0.0,49990.0,33249.28,16740.71875,16740.71875
44835,Mercedes-Benz,CLS-Class,2011.0,Automatic,4263.0,Diesel,145.0,48.7,2.9,57.0,2.0,0.0,44995.0,28318.95,16676.05078125,16676.05078125
40018,Mercedes-Benz,A-Class,2020.0,Semi-Auto,9.0,Petrol,145.0,,2.0,71.0,0.0,0.0,48980.0,32413.963,16566.037109375,16566.037109375
41344,Mercedes-Benz,S-Class,2024.0,Automatic,18273.0,Diesel,200.0,48.7,3.0,55.0,4.0,0.0,24491.0,41007.566,-16516.56640625,16516.56640625
41993,Mercedes-Benz,E-Class,2019.0,Semi-Auto,1255.0,,145.0,49.6,,32.0,1.0,0.0,40998.0,24527.586,16470.4140625,16470.4140625
9784,BMW,5 Series,2016.0,Automatic,37000.0,Petrol,555.0,28.5,4.4,67.0,4.0,0.0,31990.0,48452.21,-16462.2109375,16462.2109375
35997,Mercedes-Benz,C-Class,2019.0,Semi-Auto,7749.0,Petrol,,,,90.0,4.0,0.0,40749.0,24324.914,16424.0859375,16424.0859375
36232,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1200.0,Petrol,,,4.0,99.0,1.0,0.0,66890.0,50470.76,16419.23828125,16419.23828125
40006,Mercedes-Benz,C-Class,2019.0,Semi-Auto,3398.0,Petrol,,,4.0,85.0,,0.0,65000.0,48634.523,16365.4765625,16365.4765625
35538,Mercedes-Benz,C-Class,,Semi-Auto,49964.0,Petrol,326.028233171514,,6.2,58.0,3.0,0.0,22995.0,39356.75,-16361.75,16361.75
35564,Mercedes-Benz,SL-Class,,Automatic,49000.0,Petrol,255.0,28.2,3.2,32.0,2.0,0.0,10450.0,26737.89,-16287.890625,16287.890625
13639,BMW,8 Series,,Semi-Auto,1897.0,Diesel,145.0,39.8,3.0,93.0,1.0,0.0,64103.0,47825.508,16277.4921875,16277.4921875
3320,Audi,TT,2017.0,Manual,14000.0,Petrol,145.0,47.1,3.7392354812099646,71.0,2.0,0.0,17490.0,33678.72,-16188.71875,16188.71875
55432,Toyota,Hilux,2016.0,Manual,52689.0,Diesel,260.0,38.7,2.5,94.0,,0.0,29990.0,13970.503,16019.4970703125,16019.4970703125
40746,Mercedes-Benz,GLE-Class,2019.0,Semi-Auto,9354.0,Diesel,145.0,32.5,,92.0,0.0,0.0,57599.0,41634.055,15964.9453125,15964.9453125
2736,Audi,R8,2019.0,Semi-Auto,500.0,Petrol,145.0,21.4,5.2,82.0,4.0,0.0,125000.0,140960.78,-15960.78125,15960.78125
40934,Mercedes-Benz,,2018.0,Automatic,28300.0,,145.0,30.1,4.0,99.0,0.0,0.0,63990.0,48042.65,15947.3515625,15947.3515625
42623,Mercedes-Benz,C-Class,2019.0,Semi-Auto,358.0,Petrol,145.0,29.1,,85.0,2.0,0.0,49499.0,33599.285,15899.71484375,15899.71484375
5802,Audi,A4,2019.0,Semi-Auto,500.0,Diesel,145.0,40.9,,74.0,0.0,0.0,44750.0,28861.543,15888.45703125,15888.45703125
9969,BMW,M2,2019.0,Semi-Auto,1287.0,Petrol,145.0,,3.0,96.0,1.0,0.0,45980.0,30096.193,15883.806640625,15883.806640625
8651,BMW,X5,2014.0,Automatic,28056.0,Petrol,555.0,26.9,4.4,97.0,2.0,0.0,27498.0,43328.668,-15830.66796875,15830.66796875
46372,Mercedes-Benz,C-Class,2013.0,Semi-Auto,49964.0,Petrol,,23.0,6.2,78.0,3.0,0.0,22995.0,38754.473,-15759.47265625,15759.47265625
35340,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,58.0,1.0,0.0,154998.0,170692.62,-15694.625,15694.625
12393,BMW,5 Series,2016.0,Automatic,32000.0,Petrol,555.0,28.5,4.4,30.0,1.0,0.0,30990.0,46676.15,-15686.1484375,15686.1484375
35608,Mercedes-Benz,GLC-Class,2019.0,Automatic,10064.0,Petrol,145.0,34.0,,87.0,2.0,0.0,46624.0,30992.764,15631.236328125,15631.236328125
42419,Mercedes-Benz,SL-Class,2019.0,Semi-Auto,9742.0,Petrol,145.0,31.4,4.7,33.0,0.0,0.0,48745.0,64349.605,-15604.60546875,15604.60546875
35570,Mercedes-Benz,S-Class,2018.0,Semi-Auto,9740.0,Petrol,,34.0,4.0,80.0,,0.0,72995.0,88518.055,-15523.0546875,15523.0546875
3215,Audi,Q7,2019.0,Automatic,5000.0,Diesel,145.0,33.2,3.0,39.0,2.0,0.0,66000.0,50486.742,15513.2578125,15513.2578125
40893,Mercedes-Benz,C-Class,2018.0,,8233.0,Petrol,145.0,29.4,,50.0,1.0,0.0,38123.0,22687.436,15435.564453125,15435.564453125
42863,Mercedes-Benz,E-Class,2020.0,Semi-Auto,200.0,Petrol,,31.7,3.0,48.0,3.0,0.0,65995.0,50585.69,15409.30859375,15409.30859375
12379,BMW,X6,2020.0,Semi-Auto,9710.0,Diesel,,,3.0,54.0,2.0,0.0,55890.0,40506.383,15383.6171875,15383.6171875
7697,BMW,X3,2024.0,Automatic,95000.0,Diesel,260.0,42.2,2.0,3.140370457788869,0.0,0.0,7495.0,22858.559,-15363.55859375,15363.55859375
10805,BMW,X3,2020.0,Semi-Auto,1501.0,Petrol,145.0,34.5,3.0,31.0,1.0,0.0,42995.0,58343.93,-15348.9296875,15348.9296875
46477,Mercedes-Benz,C-Class,2016.0,Semi-Auto,15554.0,Petrol,,,,74.0,4.0,0.0,34380.0,19108.15,15271.849609375,15271.849609375
38943,Mercedes-Benz,GLC-Class,2020.0,Semi-Auto,3999.0,Petrol,145.0,22.4,4.0,71.0,0.0,0.0,62480.0,77731.69,-15251.6875,15251.6875
42605,Mercedes-Benz,C-Class,2018.0,Semi-Auto,41083.0,Petrol,,,4.0,52.0,0.0,0.0,45895.0,30668.01,15226.990234375,15226.990234375
30156,Ford,Kuga,2017.0,Manual,13988.0,Diesel,,64.2,1.5,82.0,2.0,,29495.0,14289.829,15205.1708984375,15205.1708984375
39414,Mercedes-Benz,A-Class,2020.0,Semi-Auto,16.0,Petrol,145.0,32.8,2.0,71.0,4.0,0.0,49980.0,34827.254,15152.74609375,15152.74609375
14006,BMW,8 Series,2018.0,Semi-Auto,3891.0,Petrol,145.0,26.9,4.4,58.0,2.0,0.0,63980.0,79131.29,-15151.2890625,15151.2890625
36564,Mercedes-Benz,E-Class,2019.0,Automatic,86705.85488462522,Diesel,145.0,42.8,3.0,46.0,1.0,0.0,42599.0,27486.59,15112.41015625,15112.41015625
4710,Audi,R8,2019.0,,6954.0,Petrol,145.0,21.6,5.2,35.0,2.0,0.0,109990.0,125099.5,-15109.5,15109.5
39775,Mercedes-Benz,V-Class,2019.0,Automatic,3442.0,Diesel,150.0,39.8,2.1,62.0,4.0,0.0,25991.0,41031.586,-15040.5859375,15040.5859375
55464,Toyota,Supra,2019.0,Automatic,9909.0,Other,150.0,34.5,3.0,71.0,3.0,0.0,59995.0,44984.78,15010.21875,15010.21875
4476,Audi,,2018.0,Semi-Auto,8450.0,Diesel,145.0,32.8,3.0,31.0,0.0,0.0,63985.0,48979.574,15005.42578125,15005.42578125
14238,BMW,5 Series,2019.0,Semi-Auto,4000.0,,145.0,50.4,2.0,81.0,,0.0,42650.0,27648.176,15001.82421875,15001.82421875
10714,BMW,i8,2019.0,Automatic,2277.0,,,,1.5,67.0,0.0,0.0,64750.0,49768.227,14981.7734375,14981.7734375
74890,Volkswagen,Golf,2016.0,Manual,1400.0,Petrol,200.0,40.9,2.0,78.0,1.0,0.0,37995.0,23028.732,14966.267578125,14966.267578125
36894,Mercedes-Benz,,2019.0,Semi-Auto,164.0,Petrol,145.0,,2.0,79.0,0.0,0.0,45799.0,30882.56,14916.439453125,14916.439453125
2424,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,62.0,2.0,0.0,125000.0,139883.16,-14883.15625,14883.15625
43885,Mercedes-Benz,SL-Class,2019.0,Semi-Auto,377.0,Petrol,145.0,31.4,4.7,37.0,1.0,0.0,55199.0,70076.65,-14877.6484375,14877.6484375
