,price
305,19000.0
306,8755.0
307,36771.0
308,13995.0
309,21995.0
310,15998.0
311,28500.0
312,13690.0
313,14500.0
314,11950.0
315,22495.0
316,19995.0
317,35995.0
318,15495.0
319,7998.0
320,7998.0
321,24495.0
322,8789.0
323,23585.0
324,7650.0
325,10495.0
326,19995.0
327,6799.0
328,14990.0
329,31980.0
330,32989.0
331,14929.0
332,17520.0
333,42000.0
334,17580.0
335,20999.0
336,11400.0
337,8990.0
338,3395.0
339,26999.0
340,19250.0
341,22950.0
342,14195.0
343,9441.0
344,11498.0
345,10500.0
346,11995.0
347,30910.0
348,12999.0
349,8750.0
350,4999.0
351,24950.0
352,22990.0
353,6999.0
354,25980.0
355,13490.0
356,19999.0
357,12995.0
358,28888.0
359,13399.0
360,9991.0
361,33000.0
362,7995.0
363,8940.0
364,10995.0
365,7000.0
366,21998.0
367,18999.0
368,21350.0
369,13850.0
370,9991.0
371,7795.0
372,15200.0
373,8950.0
374,15790.0
375,8000.0
376,8498.0
377,17497.0
378,17990.0
379,9997.0
380,20000.0
381,30400.0
382,7499.0
383,12799.0
384,3499.0
385,19980.0
386,19302.0
387,6750.0
388,24995.0
389,6799.0
390,14300.0
391,15700.0
392,9899.0
393,9498.0
394,6791.0
395,8995.0
396,43999.0
397,18980.0
398,16490.0
399,10670.0
400,12950.0
401,20950.0
402,32500.0
403,16998.0
404,11495.0
405,16200.0
406,8810.0
407,15399.0
408,51395.0
409,8500.0
410,14990.0
411,12490.0
412,12500.0
413,13270.0
414,12990.0
415,19495.0
416,7290.0
417,8995.0
418,14000.0
419,17400.0
420,7695.0
421,51200.0
422,24998.0
423,17495.0
424,8299.0
425,9690.0
426,20991.0
427,23588.0
428,19750.0
429,11495.0
430,12998.0
431,8995.0
432,18490.0
433,12450.0
434,26000.0
435,8295.0
436,35995.0
437,10998.0
438,12401.0
439,17298.0
440,23990.0
441,15860.0
442,6622.0
443,12998.0
444,22950.0
445,15870.0
446,33999.0
447,16450.0
448,16999.0
449,21998.0
450,10295.0
451,10995.0
452,26980.0
453,13500.0
454,25495.0
455,19490.0
456,9990.0
457,19999.0
458,5990.0
459,14990.0
460,7799.0
461,19250.0
462,25480.0
463,10890.0
464,8270.0
465,9950.0
466,34129.0
467,21995.0
468,24495.0
469,22599.0
470,23950.0
471,35990.0
472,20875.0
473,12990.0
474,11500.0
475,15490.0
476,13680.0
477,11318.0
478,12995.0
479,9500.0
480,6990.0
481,11299.0
482,18200.0
483,11698.0
484,12990.0
485,13998.0
486,10694.0
487,15235.0
488,17500.0
489,8995.0
490,51500.0
491,18800.0
492,25990.0
493,7897.0
494,6100.0
495,25000.0
496,15998.0
497,9450.0
498,26049.0
499,11490.0
500,7400.0
501,7495.0
502,16099.0
503,21491.0
504,13888.0
505,18995.0
506,53990.0
507,25449.0
508,15600.0
509,9495.0
510,12142.0
511,12999.0
512,15450.0
513,8297.0
514,17000.0
515,29540.0
516,16495.0
517,7298.0
518,7995.0
519,19390.0
520,23490.0
521,28690.0
522,21250.0
523,8571.0
524,5795.0
525,35480.0
526,10744.0
527,9990.0
528,8991.0
529,12100.0
530,9995.0
531,12000.0
532,21995.0
533,15944.0
534,6299.0
535,6495.0
536,7698.0
537,15000.0
538,10495.0
539,12000.0
540,29500.0
541,3885.0
542,17495.0
543,23995.0
544,7675.0
545,4201.0
546,9999.0
547,6995.0
548,4999.0
549,15340.0
550,12991.0
551,26490.0
552,6795.0
553,49980.0
554,6291.0
555,31990.0
556,18990.0
557,12699.0
558,19498.0
559,16789.0
560,43885.0
561,11650.0
562,14490.0
563,16500.0
564,13800.0
565,11000.0
566,23995.0
567,29500.0
568,7990.0
569,14495.0
570,18700.0
571,59990.0
572,10695.0
573,5991.0
574,8125.0
575,8298.0
576,8081.0
577,6995.0
578,15900.0
579,7610.0
580,11016.0
581,19950.0
582,20995.0
583,12998.0
584,17300.0
585,12475.0
586,19299.0
587,24995.0
588,14250.0
589,17410.0
590,22446.0
591,17495.0
592,25750.0
593,22995.0
594,15495.0
595,32495.0
596,31450.0
597,23998.0
598,5990.0
599,50480.0
600,9999.0
601,21995.0
602,35230.0
603,15462.0
604,47999.0
605,25749.0
606,22994.0
607,7714.0
608,9700.0
609,22299.0
610,37990.0
611,21128.0
612,20850.0
613,7495.0
614,16995.0
615,20000.0
616,13498.0
617,2095.0
618,6295.0
619,16490.0
620,4352.0
621,32900.0
622,19995.0
623,9500.0
624,8995.0
625,16698.0
626,9399.0
627,7495.0
628,14598.0
629,14998.0
630,20500.0
631,33500.0
632,19799.0
633,16495.0
634,23500.0
635,24900.0
636,9950.0
637,21975.0
638,6999.0
639,9790.0
640,14700.0
641,10950.0
642,19888.0
643,9790.0
644,21698.0
645,20700.0
646,8995.0
647,39000.0
648,21999.0
649,15990.0
650,22995.0
651,19490.0
652,19012.0
653,21111.0
654,22991.0
655,18999.0
656,14997.0
657,10500.0
658,18995.0
659,35990.0
660,7799.0
661,13491.0
662,52500.0
663,9995.0
664,9998.0
665,8270.0
666,14000.0
667,14490.0
668,9440.0
669,8199.0
670,3299.0
671,9481.0
672,20995.0
673,59990.0
674,15995.0
675,18782.0
676,1900.0
677,3195.0
678,13490.0
679,13200.0
680,5799.0
681,12495.0
682,19328.0
683,17860.0
684,9995.0
685,17500.0
686,14136.0
687,25891.0
688,8700.0
689,10000.0
690,20900.0
691,26980.0
692,8495.0
693,10000.0
694,19498.0
695,6299.0
696,7995.0
697,19000.0
698,19400.0
699,12995.0
700,13298.0
701,17980.0
702,19299.0
703,27700.0
704,9750.0
705,16495.0
706,13000.0
707,8450.0
708,32950.0
709,13000.0
710,5889.0
711,27000.0
712,14698.0
713,13500.0
714,18999.0
715,8300.0
716,8171.0
717,9241.0
718,4985.0
719,23500.0
720,6230.0
721,22000.0
722,13999.0
723,22150.0
724,5489.0
725,20999.0
726,23495.0
727,9995.0
728,8402.0
729,9998.0
730,26000.0
731,6650.0
732,13990.0
733,7699.0
734,12000.0
735,15998.0
736,18500.0
737,12995.0
738,10399.0
739,7250.0
740,8995.0
741,11640.0
742,19899.0
743,5999.0
744,29490.0
745,22498.0
746,28750.0
747,21382.0
748,7496.0
749,17500.0
750,13298.0
751,59950.0
752,22990.0
753,31450.0
754,16950.0
755,21995.0
756,75995.0
757,13600.0
758,27285.0
759,27699.0
760,14725.0
761,8998.0
762,28489.0
763,24081.0
764,5440.0
765,11000.0
766,28990.0
767,9306.0
768,11000.0
769,20000.0
770,27699.0
771,7798.0
772,19998.0
773,11601.0
774,3000.0
775,9695.0
776,10998.0
777,39000.0
778,19950.0
779,13600.0
780,14441.0
781,9210.0
782,19600.0
783,8995.0
784,18823.0
785,10990.0
786,11142.0
787,10951.0
788,17999.0
789,14498.0
790,7000.0
791,9597.0
792,11000.0
793,14694.0
794,25950.0
795,9495.0
796,10445.0
797,20989.0
798,8495.0
799,14999.0
800,18495.0
801,24500.0
802,10400.0
803,28499.0
804,11000.0
805,21450.0
806,9680.0
807,11700.0
808,20995.0
809,42995.0
810,36950.0
811,23998.0
812,11500.0
813,17060.0
814,15890.0
815,22995.0
816,26985.0
817,24490.0
818,7000.0
819,10000.0
820,20875.0
821,11991.0
822,6995.0
823,27498.0
824,28000.0
825,25226.0
826,26899.0
827,14499.0
828,17999.0
829,8690.0
830,29889.0
831,14995.0
832,5999.0
833,22490.0
834,11395.0
835,13995.0
836,7699.0
837,23062.0
838,19498.0
839,31990.0
840,16499.0
841,29990.0
842,14200.0
843,23950.0
844,950.0
845,14795.0
846,13000.0
847,10491.0
848,15999.0
849,17680.0
850,21999.0
851,22995.0
852,9495.0
853,11990.0
854,7570.0
855,26990.0
856,27444.0
857,19480.0
858,13400.0
859,12100.0
860,9489.0
861,12995.0
862,4595.0
863,15390.0
864,18995.0
865,42500.0
866,13839.0
867,9995.0
868,22995.0
869,21599.0
870,12890.0
871,12540.0
872,45323.0
873,16495.0
874,6998.0
875,8985.0
876,15945.0
877,9890.0
878,14950.0
879,22900.0
880,19022.0
881,18000.0
882,32500.0
883,19980.0
884,20885.0
885,44160.0
886,18900.0
887,7750.0
888,43999.0
889,24975.0
890,32950.0
891,11771.0
892,6499.0
893,23999.0
894,16850.0
895,9998.0
896,7379.0
897,21980.0
898,12998.0
899,18750.0
900,31450.0
901,22632.0
902,21590.0
903,30990.0
904,29349.0
905,19995.0
906,19750.0
907,11499.0
908,11499.0
909,9050.0
910,23995.0
911,16499.0
912,14990.0
913,6560.0
914,15199.0
915,15995.0
916,45980.0
917,20980.0
918,15995.0
919,9998.0
920,20200.0
921,8999.0
922,15690.0
923,51250.0
924,14799.0
925,12300.0
926,17940.0
927,6791.0
928,15498.0
929,27248.0
930,6430.0
931,10703.0
932,12999.0
933,13798.0
934,10698.0
935,13989.0
936,23995.0
937,4500.0
938,11987.0
939,10295.0
940,25000.0
941,18899.0
942,27000.0
943,10399.0
944,9657.0
945,14499.0
946,8082.0
947,14495.0
948,3900.0
949,7976.0
950,18950.0
951,13000.0
952,7995.0
953,31999.0
954,22480.0
955,23199.0
956,9703.0
957,8500.0
958,11995.0
959,14000.0
960,9690.0
961,13750.0
962,21805.0
963,9680.0
964,18450.0
965,11500.0
966,29062.0
967,10690.0
968,27480.0
969,30599.0
970,8491.0
971,9698.0
972,12000.0
973,40950.0
974,12998.0
975,19998.0
976,28149.0
977,7650.0
978,23247.0
979,9850.0
980,27590.0
981,8995.0
982,20480.0
983,16995.0
984,11995.0
985,42995.0
986,9990.0
987,15890.0
988,51232.0
989,24450.0
990,15700.0
991,15990.0
992,13291.0
993,15995.0
994,9350.0
995,15265.0
996,13470.0
997,20410.0
998,12880.0
999,7995.0
1000,21991.0
1001,32480.0
1002,8995.0
1003,6298.0
1004,13997.0
1005,17000.0
1006,26500.0
1007,12329.0
1008,15990.0
1009,28471.0
1010,23998.0
1011,14698.0
1012,8495.0
1013,12199.0
1014,9430.0
1015,29888.0
1016,20950.0
1017,8495.0
1018,32000.0
1019,18030.0
1020,22950.0
1021,17650.0
1022,12498.0
1023,7495.0
1024,17300.0
1025,11450.0
1026,4890.0
1027,7194.0
1028,20499.0
1029,33995.0
1030,7950.0
1031,18000.0
1032,23000.0
1033,18545.0
1034,19989.0
1035,9499.0
1036,13000.0
1037,12990.0
1038,30890.0
1039,12689.0
1040,19995.0
1041,5795.0
1042,17999.0
1043,11500.0
1044,20490.0
1045,7299.0
1046,18511.0
1047,17000.0
1048,32499.0
1049,9495.0
1050,13762.0
1051,17950.0
1052,14489.0
1053,10499.0
1054,19995.0
1055,11698.0
1056,10498.0
1057,32098.0
1058,16950.0
1059,14980.0
1060,21995.0
1061,25980.0
1062,15699.0
1063,12999.0
1064,17600.0
1065,16998.0
1066,13795.0
1067,12495.0
1068,15250.0
1069,30895.0
1070,14800.0
1071,14750.0
1072,30399.0
1073,8499.0
1074,9900.0
1075,6950.0
1076,16700.0
1077,52990.0
1078,28940.0
1079,6498.0
1080,15630.0
1081,12831.0
1082,26500.0
1083,9658.0
1084,16495.0
1085,10390.0
1086,27940.0
1087,6920.0
1088,25490.0
1089,23920.0
1090,26895.0
1091,8990.0
1092,31992.0
1093,17800.0
1094,9490.0
1095,25729.0
1096,19998.0
1097,7999.0
1098,23980.0
1099,18995.0
1100,31950.0
1101,18990.0
1102,13110.0
1103,7541.0
1104,8690.0
1105,8995.0
1106,24980.0
1107,31500.0
1108,11490.0
1109,29000.0
1110,23291.0
1111,33995.0
1112,25780.0
1113,10195.0
1114,9000.0
1115,18366.0
1116,23980.0
1117,21995.0
1118,8199.0
1119,28799.0
1120,15400.0
1121,18495.0
1122,6995.0
1123,20495.0
1124,34370.0
1125,23998.0
1126,18995.0
1127,9300.0
1128,11650.0
1129,12490.0
1130,14150.0
1131,21119.0
1132,9998.0
1133,19499.0
1134,20995.0
1135,14990.0
1136,24990.0
1137,17298.0
1138,16989.0
1139,13295.0
1140,16749.0
1141,7490.0
1142,24099.0
1143,7500.0
1144,16480.0
1145,5995.0
1146,24995.0
1147,39700.0
1148,12995.0
1149,7199.0
1150,33980.0
1151,10519.0
1152,10990.0
1153,9295.0
1154,41989.0
1155,7999.0
1156,10900.0
1157,18390.0
1158,10230.0
1159,17649.0
1160,23990.0
1161,16495.0
1162,20990.0
1163,16982.0
1164,4390.0
1165,12000.0
1166,14995.0
1167,13998.0
1168,7995.0
1169,17990.0
1170,19549.0
1171,7695.0
1172,8499.0
1173,15998.0
1174,72990.0
1175,13995.0
1176,18500.0
1177,6399.0
1178,17499.0
1179,23750.0
1180,10399.0
1181,13995.0
1182,16495.0
1183,8690.0
1184,15995.0
1185,17160.0
1186,12999.0
1187,16000.0
1188,15674.0
1189,13490.0
1190,16000.0
1191,15750.0
1192,11950.0
1193,17520.0
1194,32250.0
1195,13000.0
1196,17899.0
1197,7698.0
1198,18250.0
1199,22498.0
1200,26899.0
1201,8990.0
1202,27990.0
1203,11995.0
1204,16995.0
1205,26475.0
1206,5388.0
1207,11500.0
1208,11100.0
1209,13599.0
1210,15495.0
1211,12998.0
1212,31985.0
1213,15799.0
1214,13990.0
1215,10975.0
1216,32788.0
1217,10000.0
1218,24990.0
1219,31995.0
1220,13599.0
1221,13500.0
1222,29190.0
1223,21690.0
1224,8595.0
1225,18000.0
1226,17999.0
1227,9999.0
1228,23900.0
1229,13498.0
1230,9980.0
1231,16499.0
1232,12998.0
1233,21746.0
1234,12000.0
1235,15699.0
1236,22490.0
1237,9999.0
1238,6990.0
1239,29995.0
1240,19490.0
1241,23000.0
1242,10230.0
1243,6498.0
1244,10989.0
1245,10995.0
1246,11950.0
1247,14497.0
1248,26249.0
1249,13210.0
1250,4750.0
1251,34991.0
1252,9650.0
1253,18950.0
1254,13490.0
1255,7995.0
1256,53950.0
1257,9500.0
1258,8100.0
1259,7697.0
1260,12050.0
1261,6950.0
1262,26000.0
1263,6990.0
1264,19500.0
1265,24640.0
1266,36438.0
1267,20990.0
1268,21980.0
1269,19300.0
1270,8000.0
1271,2500.0
1272,16999.0
1273,12499.0
1274,54995.0
1275,30481.0
1276,16212.0
1277,14830.0
1278,22380.0
1279,16450.0
1280,12995.0
1281,30490.0
1282,10000.0
1283,27890.0
1284,11495.0
1285,32990.0
1286,9499.0
1287,19995.0
1288,21490.0
1289,19490.0
1290,11300.0
1291,7495.0
1292,19995.0
1293,23980.0
1294,22765.0
1295,41990.0
1296,11795.0
1297,9026.0
1298,20612.0
1299,14995.0
1300,34990.0
1301,22990.0
1302,15691.0
1303,14450.0
1304,13810.0
1305,7799.0
1306,10499.0
1307,17299.0
1308,15480.0
1309,12500.0
1310,12940.0
1311,23996.0
1312,5491.0
1313,32940.0
1314,23499.0
1315,30719.0
1316,22250.0
1317,11000.0
1318,29480.0
1319,14999.0
1320,26789.0
1321,14495.0
1322,13690.0
1323,15999.0
1324,20490.0
1325,13700.0
1326,14990.0
1327,7890.0
1328,9995.0
1329,26980.0
1330,18999.0
1331,7580.0
1332,10995.0
1333,16998.0
1334,17600.0
1335,17500.0
1336,10500.0
1337,22650.0
1338,14295.0
1339,13698.0
1340,23490.0
1341,24990.0
1342,16200.0
1343,7990.0
1344,18350.0
1345,16780.0
1346,8750.0
1347,16490.0
1348,9700.0
1349,2195.0
1350,12717.0
1351,36790.0
1352,7000.0
1353,25690.0
1354,23000.0
1355,14450.0
1356,9300.0
1357,29491.0
1358,10500.0
1359,31290.0
1360,10930.0
1361,17132.0
1362,10495.0
1363,10499.0
1364,25000.0
1365,17870.0
1366,6865.0
1367,13252.0
1368,13995.0
1369,26999.0
1370,10600.0
1371,17000.0
1372,7191.0
1373,4890.0
1374,18998.0
1375,14998.0
1376,55000.0
1377,33995.0
1378,21990.0
1379,19284.0
1380,6360.0
1381,4560.0
1382,9200.0
1383,17990.0
1384,17599.0
1385,10695.0
1386,25995.0
1387,9995.0
1388,11000.0
1389,16498.0
1390,21998.0
1391,8995.0
1392,15998.0
1393,16400.0
1394,7999.0
1395,32995.0
1396,17298.0
1397,14000.0
1398,13900.0
1399,35450.0
1400,9495.0
1401,23995.0
1402,12998.0
1403,13990.0
1404,4880.0
1405,22490.0
1406,8995.0
1407,16395.0
1408,12048.0
1409,9500.0
1410,11495.0
1411,25406.0
1412,19980.0
1413,12500.0
1414,17500.0
1415,14998.0
1416,11999.0
1417,4799.0
1418,6699.0
1419,21591.0
1420,8991.0
1421,15990.0
1422,19500.0
1423,9495.0
1424,20991.0
1425,17999.0
1426,25491.0
1427,11798.0
1428,15679.0
1429,9700.0
1430,26500.0
1431,10395.0
1432,13799.0
1433,26990.0
1434,16410.0
1435,13084.0
1436,20855.0
1437,14900.0
1438,13498.0
1439,10799.0
1440,9900.0
1441,9999.0
1442,31342.0
1443,6795.0
1444,20999.0
1445,14985.0
1446,19490.0
1447,17990.0
1448,19589.0
1449,17490.0
1450,10475.0
1451,9950.0
1452,11400.0
1453,18495.0
1454,25000.0
1455,12599.0
1456,14995.0
1457,9160.0
1458,11490.0
1459,14191.0
1460,12200.0
1461,22890.0
1462,30995.0
1463,10990.0
1464,11557.0
1465,9122.0
1466,10000.0
1467,14000.0
1468,7481.0
1469,11599.0
1470,12498.0
1471,26900.0
1472,19890.0
1473,24900.0
1474,10470.0
1475,13495.0
1476,18999.0
1477,13000.0
1478,22150.0
1479,16499.0
1480,37981.0
1481,20750.0
1482,21498.0
1483,12599.0
1484,6000.0
1485,24450.0
1486,12500.0
1487,23495.0
1488,23450.0
1489,23790.0
1490,24499.0
1491,6500.0
1492,22299.0
1493,15600.0
1494,9000.0
1495,8498.0
1496,8700.0
1497,11292.0
1498,16499.0
1499,25500.0
1500,14998.0
1501,20389.0
1502,33450.0
1503,21260.0
1504,8750.0
1505,16291.0
1506,12995.0
1507,20445.0
1508,7899.0
1509,26990.0
1510,12350.0
1511,15495.0
1512,6000.0
1513,18500.0
1514,10450.0
1515,8390.0
1516,9990.0
1517,15750.0
1518,9295.0
1519,21644.0
1520,42950.0
1521,34495.0
1522,44999.0
1523,32998.0
1524,2499.0
1525,8295.0
1526,10600.0
1527,28450.0
1528,15650.0
1529,14550.0
1530,16328.0
1531,6200.0
1532,8695.0
1533,9362.0
1534,7000.0
1535,14600.0
1536,16872.0
1537,10800.0
1538,32068.0
1539,11995.0
1540,9995.0
1541,14000.0
1542,26029.0
1543,9495.0
1544,22950.0
1545,19150.0
1546,15499.0
1547,26500.0
1548,31000.0
1549,23500.0
1550,18990.0
1551,6125.0
1552,8298.0
1553,5999.0
1554,89900.0
1555,14345.0
1556,13750.0
1557,16950.0
1558,24400.0
1559,5730.0
1560,850.0
1561,18400.0
1562,10249.0
1563,9995.0
1564,11389.0
1565,6850.0
1566,14000.0
1567,5998.0
1568,22750.0
1569,11795.0
1570,23760.0
1571,13000.0
1572,19498.0
1573,18850.0
1574,14899.0
1575,6881.0
1576,8999.0
1577,18765.0
1578,14750.0
1579,32980.0
1580,14495.0
1581,14345.0
1582,8151.0
1583,27001.0
1584,6500.0
1585,17400.0
1586,11000.0
1587,17200.0
1588,9695.0
1589,19990.0
1590,25480.0
1591,9490.0
1592,9998.0
1593,11490.0
1594,6495.0
1595,12099.0
1596,13500.0
1597,33495.0
1598,7295.0
1599,20998.0
1600,28000.0
1601,7399.0
1602,15836.0
1603,19999.0
1604,10999.0
1605,17795.0
1606,6795.0
1607,16201.0
1608,33999.0
1609,6590.0
1610,7310.0
1611,16499.0
1612,15490.0
1613,10491.0
1614,17799.0
1615,17295.0
1616,9600.0
1617,23950.0
1618,17200.0
1619,12995.0
1620,22795.0
1621,13500.0
1622,25389.0
1623,7440.0
1624,51990.0
1625,20500.0
1626,23557.0
1627,35995.0
1628,18800.0
1629,17940.0
1630,9489.0
1631,7492.0
1632,18500.0
1633,17498.0
1634,17250.0
1635,7850.0
1636,34989.0
1637,13995.0
1638,10999.0
1639,14932.0
1640,37000.0
1641,10998.0
1642,28000.0
1643,22500.0
1644,11972.0
1645,15500.0
1646,11790.0
1647,18998.0
1648,15540.0
1649,19999.0
1650,8960.0
1651,9298.0
1652,7999.0
1653,13890.0
1654,9798.0
1655,8662.0
1656,12695.0
1657,9495.0
1658,11999.0
1659,16891.0
1660,15295.0
1661,28795.0
1662,10999.0
1663,14581.0
1664,14691.0
1665,8990.0
1666,14000.0
1667,21999.0
1668,14980.0
1669,26995.0
1670,16250.0
1671,25879.0
1672,5995.0
1673,17495.0
1674,10700.0
1675,13000.0
1676,12499.0
1677,16498.0
1678,17699.0
1679,9998.0
1680,15000.0
1681,18998.0
1682,6999.0
1683,9650.0
1684,15498.0
1685,8498.0
1686,24495.0
1687,9298.0
1688,13000.0
1689,10370.0
1690,11999.0
1691,10795.0
1692,31990.0
1693,10941.0
1694,4091.0
1695,15999.0
1696,27000.0
1697,7885.0
1698,17500.0
1699,14990.0
1700,14998.0
1701,16979.0
1702,6750.0
1703,5990.0
1704,16995.0
1705,11810.0
1706,9990.0
1707,19399.0
1708,17000.0
1709,26455.0
1710,49980.0
1711,13490.0
1712,22500.0
1713,21995.0
1714,22795.0
1715,13997.0
1716,7495.0
1717,28655.0
1718,10990.0
1719,24749.0
1720,20500.0
1721,28000.0
1722,41991.0
1723,16985.0
1724,11995.0
1725,6498.0
1726,5450.0
1727,38509.0
1728,29990.0
1729,8199.0
1730,64900.0
1731,10690.0
1732,10250.0
1733,9599.0
1734,16495.0
1735,10210.0
1736,25879.0
1737,11969.0
1738,5391.0
1739,22490.0
1740,18790.0
1741,4990.0
1742,8998.0
1743,11998.0
1744,8495.0
1745,23850.0
1746,9995.0
1747,14999.0
1748,13999.0
1749,14495.0
1750,18490.0
1751,20995.0
1752,22900.0
1753,13400.0
1754,47488.0
1755,19970.0
1756,10471.0
1757,19110.0
1758,14995.0
1759,19998.0
1760,10498.0
1761,17990.0
1762,22990.0
1763,18790.0
1764,15995.0
1765,8450.0
1766,14610.0
1767,18351.0
1768,20912.0
1769,7090.0
1770,20999.0
1771,18998.0
1772,6589.0
1773,17980.0
1774,4498.0
1775,16950.0
1776,22490.0
1777,7695.0
1778,16780.0
1779,21491.0
1780,18998.0
1781,23490.0
1782,27695.0
1783,13995.0
1784,19998.0
1785,15990.0
1786,51995.0
1787,9495.0
1788,9640.0
1789,6990.0
1790,8662.0
1791,16710.0
1792,6191.0
1793,5281.0
1794,6800.0
1795,15698.0
1796,18495.0
1797,5495.0
1798,22950.0
1799,17499.0
1800,6899.0
1801,13985.0
1802,13999.0
1803,8950.0
1804,10499.0
1805,21011.0
1806,12271.0
1807,34875.0
1808,8650.0
1809,15532.0
1810,18991.0
1811,47990.0
1812,8299.0
1813,19911.0
1814,20140.0
1815,8590.0
1816,14290.0
1817,34510.0
1818,25395.0
1819,12290.0
1820,19750.0
1821,6290.0
1822,14390.0
1823,22000.0
1824,12383.0
1825,12495.0
1826,11750.0
1827,5995.0
1828,9899.0
1829,37975.0
1830,10998.0
1831,23990.0
1832,13250.0
1833,29980.0
1834,16298.0
1835,6995.0
1836,32305.0
1837,14990.0
1838,17499.0
1839,16997.0
1840,20498.0
1841,25976.0
1842,21950.0
1843,22960.0
1844,10500.0
1845,42900.0
1846,8030.0
1847,12800.0
1848,9799.0
1849,16495.0
1850,27895.0
1851,13199.0
1852,27995.0
1853,30495.0
1854,54990.0
1855,9000.0
1856,14495.0
1857,7490.0
1858,4550.0
1859,44899.0
1860,13690.0
1861,9740.0
1862,17800.0
1863,6995.0
1864,24490.0
1865,10995.0
1866,12100.0
1867,14990.0
1868,14995.0
1869,13490.0
1870,15998.0
1871,8495.0
1872,11495.0
1873,20499.0
